Tail Number,System,Sub-System,Registration Time,Closing Time,Validated?,Register Profession,Closer Profession
967,75,A,11/02/2019 20:16,13/02/2019 15:17,TRUE,Pilot,Class A Armament Tech
938,76,A,11/02/2019 20:16,13/02/2019 16:52,TRUE,Pilot,Class B Avionics Tech
967,75,B,11/02/2019 20:16,13/02/2019 17:10,FALSE,Pilot,Class A Armament Tech
830,74,2,11/02/2019 20:59,13/02/2019 10:41,FALSE,Class B Avionics Tech,Class B Avionics Tech
966,44,C,11/02/2019 21:01,12/02/2019 13:32,TRUE,Pilot,Class A Electricity Tech
804,13,D,12/02/2019 10:24,12/02/2019 10:30,TRUE,Class A Tech,Class A Tech
966,26,B,12/02/2019 11:37,12/02/2019 18:53,TRUE,Class A Electricity Tech,Class A Tech
966,26,A,12/02/2019 11:40,12/02/2019 18:52,TRUE,Class A Electricity Tech,Class A Tech
830,71,I,12/02/2019 12:19,12/02/2019 12:20,TRUE,Class B Avionics Tech,Class B Avionics Tech
938,75,A,12/02/2019 15:02,13/02/2019 9:58,TRUE,Class A Armament Tech,Class A Armament Tech
938,11,J,12/02/2019 15:56,12/02/2019 17:18,TRUE,Class A Tech,Class A Heli Struct Sys Tech
830,48,W,12/02/2019 16:11,12/02/2019 18:53,TRUE,Class B Flight Control Tech,Class A Electricity Tech
938,75,K,12/02/2019 16:47,12/02/2019 20:39,TRUE,Class A Armament Tech,Class A Armament Tech
905,75,G,12/02/2019 16:51,12/02/2019 23:23,TRUE,Pilot,Class A Armament Tech
830,26,A,12/02/2019 17:06,13/02/2019 15:46,TRUE,Class A Heli Struct Sys Tech,Class A Heli Struct Sys Tech
830,11,E,12/02/2019 17:12,12/02/2019 17:13,TRUE,Class B Structurer Tech,Class B Structurer Tech
938,13,D,12/02/2019 17:17,13/02/2019 11:39,TRUE,Class A Tech,Class A Tech
830,51,A,12/02/2019 19:09,12/02/2019 19:19,TRUE,Class A Electricity Tech,Class A Electricity Tech
905,46,J,12/02/2019 22:27,13/02/2019 8:59,TRUE,Class A Heli Struct Sys Tech,Class A Electricity Tech
905,11,E,12/02/2019 22:30,13/02/2019 15:37,TRUE,Class A Heli Struct Sys Tech,Class A Tech
956,11,E,13/02/2019 9:56,17/02/2019 15:46,TRUE,Class A Tech,Class A Tech
966,45,A,13/02/2019 10:25,13/02/2019 15:44,TRUE,Pilot,Class A Heli Struct Sys Tech
840,62,I,13/02/2019 11:31,13/02/2019 13:43,TRUE,Pilot,Class B Avionics Tech
956,90,A,13/02/2019 11:41,17/02/2019 14:25,FALSE,Class A Electricity Tech,Class A Officer
840,74,E,13/02/2019 11:43,13/02/2019 13:47,TRUE,Pilot,Class B Avionics Tech
840,47,F,13/02/2019 11:45,20/02/2019 9:16,TRUE,Pilot,Class A Airborne Mechanic
840,12,A,13/02/2019 11:47,18/02/2019 16:16,TRUE,Pilot,Class A Electricity Tech
828,74,E,13/02/2019 12:11,13/02/2019 21:22,TRUE,Pilot,Class B Avionics Tech
828,74,I,13/02/2019 12:11,13/02/2019 21:12,TRUE,Pilot,Class B Avionics Tech
828,74,G,13/02/2019 12:11,13/02/2019 21:42,FALSE,Pilot,Class B Avionics Tech
905,75,B,13/02/2019 13:50,13/02/2019 13:51,TRUE,Class A Armament Tech,Class A Armament Tech
956,11,G,13/02/2019 15:11,13/02/2019 15:12,TRUE,Class B Structurer Tech,Class B Structurer Tech
815,13,D,13/02/2019 15:28,13/02/2019 15:33,TRUE,Class A Tech,Class A Tech
905,75,G,13/02/2019 15:40,13/02/2019 16:01,TRUE,Class A Heli Struct Sys Tech,Class A Officer
840,22,1,13/02/2019 19:13,17/02/2019 15:19,TRUE,Class A Electricity Tech,Class A Electricity Tech
812,44,C,13/02/2019 20:31,14/02/2019 8:47,FALSE,Pilot,Class A Electricity Tech
938,62,E,13/02/2019 20:31,14/02/2019 0:18,TRUE,Pilot,Class B Avionics Tech
938,74,E,13/02/2019 20:31,14/02/2019 0:15,FALSE,Pilot,Class B Avionics Tech
905,62,I,13/02/2019 22:28,13/02/2019 22:29,TRUE,Class B Avionics Tech,Class B Avionics Tech
828,11,C,13/02/2019 23:57,14/02/2019 10:21,TRUE,Class B Avionics Tech,Class B Structurer Tech
804,26,F,14/02/2019 10:22,14/02/2019 14:07,TRUE,Pilot,Class A Electricity Tech
956,74,4,14/02/2019 11:15,14/02/2019 11:43,TRUE,Class B Avionics Tech,Class B Avionics Tech
820,62,F,14/02/2019 18:17,14/02/2019 18:18,TRUE,Class B Avionics Tech,Class B Avionics Tech
967,13,B,16/02/2019 21:24,16/02/2019 21:25,TRUE,Class A Heli Struct Sys Tech,Class A Heli Struct Sys Tech
837,45,A,17/02/2019 8:23,20/02/2019 16:55,TRUE,Class A Heli Struct Sys Tech,Class A Heli Struct Sys Tech
801,76,F,17/02/2019 10:07,17/02/2019 10:08,FALSE,Class B Avionics Tech,Class B Avionics Tech
842,11,E,17/02/2019 15:19,17/02/2019 18:56,TRUE,Class A Armament Tech,Class B Structurer Tech
801,13,C,17/02/2019 16:00,17/02/2019 16:01,TRUE,Class A Heli Struct Sys Tech,Class A Heli Struct Sys Tech
828,74,2,17/02/2019 16:21,17/02/2019 16:29,TRUE,Class B Avionics Tech,Class B Avionics Tech
845,49,A,17/02/2019 16:24,17/02/2019 16:25,TRUE,Class A Electricity Tech,Class A Electricity Tech
812,75,K,17/02/2019 16:56,17/02/2019 18:08,TRUE,Pilot,Class A Officer
830,74,2,17/02/2019 20:51,18/02/2019 10:51,FALSE,Pilot,Class B Avionics Tech
812,74,E,17/02/2019 20:56,18/02/2019 17:29,FALSE,Pilot,Class B Avionics Tech
845,62,E,17/02/2019 21:08,17/02/2019 21:09,TRUE,Class B Avionics Tech,Class B Avionics Tech
956,45,B,17/02/2019 22:05,18/02/2019 12:20,TRUE,Class A Heli Struct Sys Tech,Class A Heli Struct Sys Tech
842,24,1,18/02/2019 10:43,18/02/2019 15:10,TRUE,Pilot,Class B Engine Tech
,24,1,18/02/2019 10:43,18/02/2019 15:10,TRUE,Pilot,Class B Engine Tech
834,24,0,18/02/2019 10:52,18/07/2019 7:48,TRUE,Class A Heli Struct Sys Tech,Class A Heli Struct Sys Tech
812,74,G,18/02/2019 11:15,18/02/2019 17:59,TRUE,Class A Armament Tech,Class B Avionics Tech
967,75,B,18/02/2019 13:51,18/02/2019 16:56,TRUE,Pilot,Class A Armament Tech
967,74,N,18/02/2019 13:51,20/02/2019 18:46,TRUE,Pilot,Class A Officer
967,14,N,18/02/2019 13:51,18/02/2019 15:21,TRUE,Pilot,Class A Heli Struct Sys Tech
840,12,A,18/02/2019 14:37,19/02/2019 17:00,TRUE,Class A Electricity Tech,Class A Heli Struct Sys Tech
905,12,C,18/02/2019 15:14,18/02/2019 15:15,TRUE,Class A Tech,Class A Tech
956,44,C,18/02/2019 15:53,18/02/2019 15:54,TRUE,Class A Electricity Tech,Class A Electricity Tech
956,45,B,18/02/2019 16:01,18/02/2019 22:20,TRUE,Pilot,Class A Airborne Mechanic
840,46,A,18/02/2019 16:52,19/02/2019 11:35,TRUE,Class A Heli Struct Sys Tech,Class A Electricity Tech
966,11,E,18/02/2019 16:54,20/02/2019 18:33,TRUE,Class A Tech,Class A Tech
840,11,E,18/02/2019 17:42,20/02/2019 11:17,TRUE,Class A Heli Struct Sys Tech,Class A Tech
840,11,E,18/02/2019 17:45,20/02/2019 11:14,TRUE,Class A Heli Struct Sys Tech,Class A Tech
842,11,E,18/02/2019 20:42,19/02/2019 14:41,TRUE,Class A Tech,Class B Structurer Tech
812,11,E,18/02/2019 21:29,19/02/2019 13:57,TRUE,Class A Armament Tech,Class B Structurer Tech
967,11,C,19/02/2019 9:44,19/02/2019 14:43,TRUE,Class A Heli Struct Sys Tech,Class B Structurer Tech
828,15,A,19/02/2019 11:01,20/02/2019 16:13,TRUE,Pilot,Class A Airborne Mechanic
840,51,A,19/02/2019 11:46,19/02/2019 13:59,TRUE,Class A Electricity Tech,Class A Electricity Tech
834,51,A,19/02/2019 13:47,18/07/2019 14:16,TRUE,Class A Electricity Tech,Class A Electricity Tech
967,62,E,19/02/2019 15:16,19/02/2019 20:10,TRUE,Class A Electricity Tech,Class B Avionics Tech
967,44,B,19/02/2019 15:59,19/02/2019 16:06,TRUE,Class A Electricity Tech,Class A Electricity Tech
967,11,N,19/02/2019 16:57,24/02/2019 16:54,TRUE,Class A Heli Struct Sys Tech,Class A Tech
842,47,F,19/02/2019 20:12,20/02/2019 14:19,TRUE,Pilot,Class A Airborne Mechanic
956,12,A,19/02/2019 20:41,20/02/2019 10:23,TRUE,Class A Heli Struct Sys Tech,Class A Electricity Tech
938,45,B,19/02/2019 23:06,20/02/2019 10:21,TRUE,Class A Tech,Class A Heli Struct Sys Tech
938,46,F,19/02/2019 23:08,20/02/2019 10:22,TRUE,Class A Armament Tech,Class A Armament Tech
820,44,C,20/02/2019 11:11,20/02/2019 18:26,FALSE,Pilot,Class A Electricity Tech
820,26,G,20/02/2019 11:11,20/02/2019 16:27,FALSE,Pilot,Class A Electricity Tech
961,26,F,20/02/2019 12:22,20/02/2019 14:19,TRUE,Pilot,Class A Electricity Tech
815,76,F,20/02/2019 12:55,20/02/2019 16:33,TRUE,Pilot,Class B Avionics Tech
938,46,F,20/02/2019 14:13,20/02/2019 14:30,TRUE,Class A Armament Tech,Class A Armament Tech
840,13,C,20/02/2019 14:40,20/02/2019 17:12,TRUE,Pilot,Class A Heli Struct Sys Tech
820,26,F,20/02/2019 15:20,20/02/2019 18:24,TRUE,Class A Electricity Tech,Class A Electricity Tech
820,26,C,20/02/2019 15:30,20/02/2019 15:34,TRUE,Class A Electricity Tech,Class A Electricity Tech
840,15,B,20/02/2019 17:21,20/02/2019 21:31,TRUE,Class A Heli Struct Sys Tech,Class A Heli Struct Sys Tech
840,15,B,20/02/2019 17:23,20/02/2019 21:32,TRUE,Class A Heli Struct Sys Tech,Class A Heli Struct Sys Tech
820,11,J,20/02/2019 17:31,24/02/2019 23:37,TRUE,Class A Heli Struct Sys Tech,Class A Armament Tech
806,90,A,20/02/2019 18:21,21/02/2019 10:59,FALSE,Class A Officer,Class B Flight Control Tech
966,74,I,20/02/2019 20:31,20/02/2019 22:06,TRUE,Pilot,Class A Officer
815,76,D,21/02/2019 9:13,21/02/2019 15:09,TRUE,Pilot,Class B Avionics Tech
956,11,W,21/02/2019 9:59,24/02/2019 14:31,TRUE,Class A Electricity Tech,Class A Armament Tech
840,47,G,21/02/2019 10:04,21/02/2019 10:50,TRUE,Pilot,Class A Electricity Tech
956,90,W,21/02/2019 10:16,21/02/2019 11:17,TRUE,Class A Tech,Class B Flight Control Tech
967,11,G,21/02/2019 11:07,21/02/2019 12:29,TRUE,Class A Tech,Class B Structurer Tech
837,63,A,21/02/2019 11:20,21/02/2019 14:12,TRUE,Class A Electricity Tech,Class B Avionics Tech
935,62,C,21/02/2019 12:07,21/02/2019 12:08,TRUE,Class B Avionics Tech,Class B Avionics Tech
935,62,S,21/02/2019 12:20,21/02/2019 13:28,TRUE,Class B Avionics Tech,Class A Officer
830,62,E,21/02/2019 12:22,21/02/2019 12:23,TRUE,Class B Avionics Tech,Class B Avionics Tech
834,47,F,21/02/2019 12:55,24/07/2019 9:17,TRUE,Class A Heli Struct Sys Tech,Class B Flight Control Tech
834,47,F,21/02/2019 13:05,10/07/2019 18:11,TRUE,Class A Heli Struct Sys Tech,Class A Heli Struct Sys Tech
837,26,W,21/02/2019 13:53,21/02/2019 18:20,TRUE,Class A Electricity Tech,Class A Electricity Tech
840,44,C,21/02/2019 15:01,21/02/2019 19:57,TRUE,Pilot,Class A Electricity Tech
804,74,5,21/02/2019 15:55,24/02/2019 11:36,TRUE,Class B Avionics Tech,Class B Avionics Tech
837,71,I,22/02/2019 9:11,22/02/2019 16:28,TRUE,Pilot,Class B Avionics Tech
837,74,6,22/02/2019 9:11,24/02/2019 9:29,TRUE,Pilot,Class B Avionics Tech
935,74,W,22/02/2019 10:21,24/02/2019 9:30,TRUE,Pilot,Class B Avionics Tech
935,11,C,22/02/2019 10:21,24/02/2019 11:43,TRUE,Pilot,Class A Heli Struct Sys Tech
924,11,E,22/02/2019 12:11,04/03/2019 15:06,TRUE,Class A Armament Tech,Class A Heli Struct Sys Tech
905,22,0,23/02/2019 10:00,23/02/2019 10:07,TRUE,Class A Officer,Class A Officer
905,47,F,23/02/2019 10:10,23/02/2019 10:30,TRUE,Pilot,Class A Airborne Mechanic
828,62,E,24/02/2019 11:11,24/02/2019 11:40,TRUE,Pilot,Class B Avionics Tech
845,46,F,24/02/2019 13:06,24/02/2019 13:07,TRUE,Class A Armament Tech,Class A Armament Tech
840,11,E,24/02/2019 14:36,24/02/2019 16:24,TRUE,Class A Heli Struct Sys Tech,Class B Structurer Tech
938,62,1,24/02/2019 14:39,24/02/2019 16:27,TRUE,Class A Electricity Tech,Class B Avionics Tech
806,26,C,24/02/2019 16:20,24/02/2019 16:21,TRUE,Class B Structurer Tech,Class B Structurer Tech
842,74,W,24/02/2019 16:56,24/02/2019 21:41,TRUE,Pilot,Class B Avionics Tech
842,62,W,24/02/2019 16:56,24/02/2019 21:47,TRUE,Pilot,Class B Avionics Tech
924,26,W,24/02/2019 17:21,24/02/2019 17:24,TRUE,Class A Electricity Tech,Class A Electricity Tech
804,21,C,24/02/2019 17:40,24/02/2019 19:05,TRUE,Pilot,Class A Heli Struct Sys Tech
804,62,E,24/02/2019 17:40,24/02/2019 19:45,TRUE,Pilot,Class B Avionics Tech
804,21,A,24/02/2019 17:40,24/02/2019 19:03,TRUE,Pilot,Class A Heli Struct Sys Tech
956,75,B,24/02/2019 21:52,24/02/2019 22:10,TRUE,Class A Armament Tech,Class A Armament Tech
924,11,W,25/02/2019 9:50,25/02/2019 10:49,TRUE,Class A Electricity Tech,Class A Electricity Tech
840,62,W,25/02/2019 10:01,25/02/2019 10:57,TRUE,Pilot,Class B Avionics Tech
828,16,A,25/02/2019 10:01,25/02/2019 11:04,TRUE,Pilot,Class A Officer
924,26,F,25/02/2019 10:55,25/02/2019 20:53,TRUE,Class A Electricity Tech,Class A Electricity Tech
840,74,1,25/02/2019 12:21,25/02/2019 16:42,FALSE,Pilot,Class B Avionics Tech
840,65,A,25/02/2019 12:21,25/02/2019 16:52,TRUE,Pilot,Class B Avionics Tech
840,90,A,25/02/2019 12:21,25/02/2019 13:21,TRUE,Pilot,Class B Flight Control Tech
801,21,C,25/02/2019 12:42,25/02/2019 12:43,TRUE,Class A Heli Struct Sys Tech,Class A Heli Struct Sys Tech
801,22,G,25/02/2019 14:13,25/02/2019 14:15,TRUE,Class A Tech,Class A Tech
966,62,F,25/02/2019 16:23,25/02/2019 16:24,TRUE,Class B Avionics Tech,Class B Avionics Tech
924,44,A,25/02/2019 17:40,25/02/2019 17:41,TRUE,Class B Structurer Tech,Class B Structurer Tech
828,74,1,25/02/2019 19:06,26/02/2019 1:15,FALSE,Pilot,Class B Avionics Tech
828,62,E,25/02/2019 19:06,26/02/2019 1:19,TRUE,Pilot,Class B Avionics Tech
837,76,A,25/02/2019 19:45,25/02/2019 19:46,TRUE,Class B Avionics Tech,Class B Avionics Tech
842,76,A,25/02/2019 22:51,26/02/2019 4:56,TRUE,Pilot,Class B Avionics Tech
840,74,1,25/02/2019 22:51,26/02/2019 4:13,FALSE,Pilot,Class B Avionics Tech
820,51,B,25/02/2019 22:56,26/02/2019 1:34,TRUE,Pilot,Class A Electricity Tech
966,45,A,26/02/2019 7:15,26/02/2019 8:37,TRUE,Pilot,Class A Heli Struct Sys Tech
967,45,A,26/02/2019 9:09,26/02/2019 17:28,TRUE,Pilot,Class A Airborne Mechanic
820,46,A,26/02/2019 9:29,26/02/2019 12:16,TRUE,Pilot,Class A Officer
804,51,A,26/02/2019 11:17,26/02/2019 14:41,TRUE,Pilot,Class A Officer
935,44,B,26/02/2019 14:56,27/02/2019 2:11,TRUE,Pilot,Class A Electricity Tech
806,90,A,26/02/2019 15:36,26/02/2019 17:53,TRUE,Class A Electricity Tech,Class A Officer
828,74,5,26/02/2019 21:26,27/02/2019 2:08,TRUE,Pilot,Class B Avionics Tech
828,74,A,26/02/2019 21:59,27/02/2019 0:20,TRUE,Class B Avionics Tech,Class B Avionics Tech
828,74,N,27/02/2019 0:27,27/02/2019 2:06,TRUE,Class B Avionics Tech,Class B Avionics Tech
837,15,A,27/02/2019 3:08,27/02/2019 3:09,TRUE,Class A Tech,Class A Tech
966,75,K,27/02/2019 5:29,27/02/2019 5:34,TRUE,Class A Armament Tech,Class A Armament Tech
956,69,A,27/02/2019 9:20,10/03/2019 13:34,TRUE,Class A Armament Tech,Class A Armament Tech
845,11,G,27/02/2019 10:06,27/02/2019 16:58,TRUE,Class A Tech,Class A Tech
806,11,E,27/02/2019 10:58,27/02/2019 11:22,TRUE,Class A Tech,Class B Structurer Tech
956,62,E,27/02/2019 11:23,27/02/2019 11:24,TRUE,Class B Avionics Tech,Class B Avionics Tech
845,13,D,27/02/2019 11:34,27/02/2019 11:38,TRUE,Class A Heli Struct Sys Tech,Class A Heli Struct Sys Tech
938,11,G,27/02/2019 11:48,27/02/2019 11:50,TRUE,Class A Heli Struct Sys Tech,Class A Tech
842,71,E,27/02/2019 13:30,27/02/2019 15:06,TRUE,Class B Avionics Tech,Class B Avionics Tech
966,74,6,27/02/2019 13:31,28/02/2019 10:53,FALSE,Pilot,Class B Avionics Tech
801,15,A,27/02/2019 14:11,28/02/2019 10:00,TRUE,Class A Tech,Class B Mechanic
905,44,A,27/02/2019 14:22,27/02/2019 14:29,TRUE,Class A Electricity Tech,Class A Electricity Tech
905,75,B,27/02/2019 14:47,28/02/2019 10:43,TRUE,Class A Armament Tech,Class A Armament Tech
815,11,C,27/02/2019 15:18,27/02/2019 15:19,TRUE,Class B Structurer Tech,Class B Structurer Tech
804,46,F,27/02/2019 16:15,28/02/2019 10:17,TRUE,Class A Tech,Class A Airborne Mechanic
966,11,M,27/02/2019 17:12,04/03/2019 15:03,TRUE,Class A Tech,Class A Tech
966,46,F,27/02/2019 17:12,28/02/2019 11:17,TRUE,Class A Tech,Class A Airborne Mechanic
961,76,A,28/02/2019 0:16,28/02/2019 2:16,TRUE,Pilot,Class B Avionics Tech
830,12,F,28/02/2019 0:21,28/02/2019 3:09,TRUE,Pilot,Class A Tech
830,46,F,28/02/2019 0:21,28/02/2019 3:07,TRUE,Pilot,Class A Electricity Tech
828,14,D,28/02/2019 9:14,28/02/2019 11:07,TRUE,Class A Electricity Tech,Class A Heli Struct Sys Tech
924,11,J,28/02/2019 10:30,04/03/2019 15:02,TRUE,Class A Tech,Class A Heli Struct Sys Tech
924,11,E,28/02/2019 10:45,04/03/2019 15:01,TRUE,Class A Tech,Class A Heli Struct Sys Tech
840,71,G,28/02/2019 11:20,28/02/2019 11:21,TRUE,Class B Avionics Tech,Class B Avionics Tech
842,63,A,28/02/2019 11:42,28/02/2019 14:15,TRUE,Class A Electricity Tech,Class B Avionics Tech
828,11,E,28/02/2019 11:43,03/03/2019 14:54,TRUE,Class A Tech,Class B Structurer Tech
812,11,G,28/02/2019 12:07,28/02/2019 12:34,TRUE,Class A Heli Struct Sys Tech,Class B Structurer Tech
845,46,D,28/02/2019 12:16,28/02/2019 14:14,TRUE,Pilot,Class A Armament Tech
828,75,C,28/02/2019 12:31,28/02/2019 12:32,TRUE,Class B Structurer Tech,Class B Structurer Tech
828,11,J,02/06/2019 11:14,02/06/2019 15:00,TRUE,Class A Tech,Class A Tech
828,11,C,02/06/2019 11:15,03/06/2019 20:52,TRUE,Class A Tech,Class A Tech
828,11,E,02/06/2019 11:16,02/06/2019 15:00,TRUE,Class A Tech,Class A Tech
828,28,A,02/06/2019 11:17,02/06/2019 15:54,TRUE,Class A Tech,Class A Heli Struct Sys Tech
828,11,E,02/06/2019 11:22,03/06/2019 10:55,TRUE,Class A Tech,Class B Structurer Tech
921,46,F,02/06/2019 14:46,02/06/2019 15:20,TRUE,Class A Heli Struct Sys Tech,Class A Officer
845,11,J,02/06/2019 15:10,03/06/2019 8:17,TRUE,Class A Tech,Class A Tech
905,14,K,02/06/2019 15:46,26/06/2019 10:46,TRUE,Class A Heli Struct Sys Tech,Class A Heli Struct Sys Tech
905,14,L,02/06/2019 15:49,26/06/2019 11:33,TRUE,Class A Heli Struct Sys Tech,Class A Heli Struct Sys Tech
828,12,A,02/06/2019 16:12,03/06/2019 14:15,TRUE,Class A Heli Struct Sys Tech,Class A Tech
842,63,A,02/06/2019 18:39,03/06/2019 20:52,TRUE,Class A Heli Struct Sys Tech,Class B Avionics Tech
812,44,A,02/06/2019 21:53,03/06/2019 16:40,TRUE,Class A Electricity Tech,Class A Electricity Tech
830,12,A,03/06/2019 8:48,03/06/2019 11:52,TRUE,Class A Electricity Tech,Class A Electricity Tech
905,14,K,03/06/2019 9:49,26/06/2019 11:28,TRUE,Class A Heli Struct Sys Tech,Class A Heli Struct Sys Tech
830,11,W,03/06/2019 11:01,03/06/2019 18:06,TRUE,Class A Electricity Tech,Class A Electricity Tech
910,46,E,03/06/2019 13:00,03/06/2019 16:03,FALSE,Class A Electricity Tech,Class A Electricity Tech
830,74,5,03/06/2019 14:14,03/06/2019 15:19,TRUE,Class A Electricity Tech,Class B Avionics Tech
924,16,A,03/06/2019 14:41,03/06/2019 22:14,TRUE,Pilot,Class A Officer
832,71,G,03/06/2019 14:56,04/06/2019 11:53,TRUE,Pilot,Class B Avionics Tech
842,74,W,03/06/2019 16:47,03/06/2019 20:20,TRUE,Class B Avionics Tech,Class A Electricity Tech
832,51,A,03/06/2019 19:16,03/06/2019 19:20,TRUE,Class A Electricity Tech,Class A Electricity Tech
840,11,G,04/06/2019 7:49,04/06/2019 7:52,TRUE,Class A Heli Struct Sys Tech,Class A Heli Struct Sys Tech
845,14,N,04/06/2019 8:48,18/06/2019 12:59,TRUE,Pilot,Class A Heli Struct Sys Tech
832,49,B,04/06/2019 10:18,04/06/2019 11:02,TRUE,Class A Electricity Tech,Class A Electricity Tech
804,11,E,04/06/2019 11:53,06/06/2019 12:22,TRUE,Class A Tech,Class A Tech
804,11,E,04/06/2019 11:54,06/06/2019 12:20,TRUE,Class A Tech,Class A Tech
832,11,E,04/06/2019 14:14,11/06/2019 14:44,TRUE,Class A Electricity Tech,Class A Officer
804,11,L,04/06/2019 16:12,04/06/2019 16:40,TRUE,Class A Tech,Class A Heli Struct Sys Tech
840,11,E,05/06/2019 10:10,12/06/2019 14:43,TRUE,Class A Tech,Class A Tech
801,62,V,05/06/2019 11:46,05/06/2019 14:41,TRUE,Class A Heli Struct Sys Tech,Class B Avionics Tech
840,51,A,05/06/2019 13:06,06/06/2019 11:27,TRUE,Class A Electricity Tech,Class A Electricity Tech
845,11,G,05/06/2019 15:11,18/06/2019 11:24,TRUE,Class A Tech,Class A Tech
801,44,A,05/06/2019 15:52,05/06/2019 19:59,TRUE,Class A Electricity Tech,Class A Electricity Tech
801,44,W,05/06/2019 16:23,05/06/2019 19:55,TRUE,Class A Electricity Tech,Class A Electricity Tech
801,12,E,05/06/2019 16:44,05/06/2019 20:11,TRUE,Class A Heli Struct Sys Tech,Class A Heli Struct Sys Tech
812,74,E,05/06/2019 21:30,05/06/2019 21:31,TRUE,Class B Avionics Tech,Class B Avionics Tech
812,46,A,06/06/2019 10:32,06/06/2019 10:33,TRUE,Class A Electricity Tech,Class A Electricity Tech
820,41,V,06/06/2019 10:55,06/06/2019 16:17,TRUE,Class A Electricity Tech,Class A Electricity Tech
842,11,E,06/06/2019 12:04,06/06/2019 14:58,TRUE,Class A Heli Struct Sys Tech,Class B Structurer Tech
820,14,W,06/06/2019 13:06,10/06/2019 9:04,TRUE,Class A Electricity Tech,Class A Electricity Tech
842,12,A,06/06/2019 13:23,06/06/2019 13:24,TRUE,Class A Electricity Tech,Class A Electricity Tech
812,12,M,07/06/2019 15:16,10/06/2019 9:20,TRUE,Pilot,Class A Electricity Tech
935,62,F,07/06/2019 18:30,10/06/2019 19:36,TRUE,Class B Avionics Tech,Class A Electricity Tech
910,74,1,10/06/2019 2:36,11/06/2019 15:34,FALSE,Pilot,Class B Avionics Tech
910,74,E,10/06/2019 2:36,10/06/2019 21:01,FALSE,Pilot,Class B Avionics Tech
820,76,W,10/06/2019 10:02,10/06/2019 10:48,TRUE,Class A Electricity Tech,Class B Avionics Tech
820,62,Q,10/06/2019 10:05,10/06/2019 10:49,TRUE,Class A Electricity Tech,Class B Avionics Tech
812,14,R,10/06/2019 13:41,10/06/2019 15:54,TRUE,Pilot,Class A Heli Struct Sys Tech
820,90,W,10/06/2019 15:28,10/06/2019 17:10,TRUE,Class B Flight Control Tech,Class B Flight Control Tech
905,26,C,10/06/2019 16:09,10/06/2019 16:10,TRUE,Class B Structurer Tech,Class B Structurer Tech
905,11,E,10/06/2019 16:23,10/06/2019 16:30,TRUE,Class A Heli Struct Sys Tech,Class B Structurer Tech
837,74,E,10/06/2019 19:00,10/06/2019 20:36,TRUE,Class B Avionics Tech,Class B Avionics Tech
837,90,A,10/06/2019 22:27,11/06/2019 11:11,TRUE,Pilot,Class B Flight Control Tech
837,11,E,10/06/2019 22:38,12/06/2019 9:05,TRUE,Class A Tech,Class A Heli Struct Sys Tech
801,62,K,11/06/2019 10:10,11/06/2019 11:19,TRUE,Class B Avionics Tech,Class B Avionics Tech
812,74,I,11/06/2019 10:21,11/06/2019 14:24,FALSE,Pilot,Class B Avionics Tech
842,48,W,11/06/2019 10:53,11/06/2019 11:04,TRUE,Class A Electricity Tech,Class A Electricity Tech
924,51,A,11/06/2019 11:18,11/06/2019 12:59,TRUE,Class A Electricity Tech,Class A Electricity Tech
828,63,A,11/06/2019 12:21,11/06/2019 12:22,TRUE,Class B Avionics Tech,Class B Avionics Tech
967,11,E,11/06/2019 14:50,11/06/2019 15:16,TRUE,Class A Tech,Class A Tech
967,90,A,11/06/2019 14:54,11/06/2019 15:51,TRUE,Class A Tech,Class B Flight Control Tech
905,12,A,11/06/2019 15:16,12/06/2019 13:43,TRUE,Class A Electricity Tech,Class A Electricity Tech
910,11,C,11/06/2019 15:41,11/06/2019 19:06,TRUE,Class B Avionics Tech,Class B Structurer Tech
924,12,A,11/06/2019 18:32,11/06/2019 18:51,TRUE,Class A Officer,Class A Heli Struct Sys Tech
806,74,E,11/06/2019 23:36,12/06/2019 9:53,TRUE,Pilot,Class B Avionics Tech
804,75,A,11/06/2019 23:56,12/06/2019 15:09,TRUE,Pilot,Class A Armament Tech
842,62,W,12/06/2019 0:04,12/06/2019 11:57,TRUE,Pilot,Class B Avionics Tech
842,62,I,12/06/2019 11:13,12/06/2019 11:16,TRUE,Class B Avionics Tech,Class B Avionics Tech
967,44,B,12/06/2019 13:50,12/06/2019 13:51,TRUE,Class A Electricity Tech,Class A Electricity Tech
910,51,A,12/06/2019 14:00,12/06/2019 15:34,TRUE,Class A Electricity Tech,Class A Electricity Tech
967,75,F,12/06/2019 14:07,13/06/2019 16:31,TRUE,Class A Armament Tech,Class A Armament Tech
967,26,C,12/06/2019 14:19,12/06/2019 14:20,TRUE,Class B Structurer Tech,Class B Structurer Tech
967,75,C,12/06/2019 14:22,12/06/2019 14:23,TRUE,Class B Structurer Tech,Class B Structurer Tech
938,26,D,12/06/2019 15:25,12/06/2019 15:26,TRUE,Class B Structurer Tech,Class B Structurer Tech
956,11,C,12/06/2019 18:48,12/06/2019 19:05,TRUE,Class A Heli Struct Sys Tech,Class A Officer
956,49,E,12/06/2019 18:49,12/06/2019 19:04,TRUE,Class A Heli Struct Sys Tech,Class A Officer
832,75,J,12/06/2019 20:41,13/06/2019 13:30,FALSE,Pilot,Class A Armament Tech
832,47,F,12/06/2019 20:41,16/06/2019 18:07,TRUE,Pilot,Class A Heli Struct Sys Tech
