Tail Number,System,Sub-System,Registration Time,Closing Time,Validated?,Register Profession,Closer Profession
828,63,A,12/06/2019 20:51,12/06/2019 22:11,TRUE,Pilot,Class B Avionics Tech
828,26,D,12/06/2019 20:51,12/06/2019 23:01,TRUE,Pilot,Class A Electricity Tech
921,74,2,12/06/2019 21:58,12/06/2019 22:03,TRUE,Pilot,Class A Officer
905,11,C,13/06/2019 9:35,13/06/2019 9:36,TRUE,Class B Structurer Tech,Class B Structurer Tech
837,26,A,13/06/2019 11:00,13/06/2019 11:01,TRUE,Class A Heli Struct Sys Tech,Class A Heli Struct Sys Tech
956,11,E,13/06/2019 11:26,17/06/2019 20:38,TRUE,Class A Tech,Class A Tech
812,76,D,13/06/2019 13:52,13/06/2019 13:53,TRUE,Class B Avionics Tech,Class B Avionics Tech
812,74,A,16/06/2019 14:32,16/06/2019 15:11,TRUE,Class A Electricity Tech,Class B Avionics Tech
967,75,B,16/06/2019 17:34,16/06/2019 17:35,TRUE,Class A Tech,Class A Tech
840,12,A,16/06/2019 20:21,16/06/2019 21:58,TRUE,Pilot,Class A Electricity Tech
828,74,R,16/06/2019 21:46,17/06/2019 15:40,TRUE,Class B Avionics Tech,Class B Avionics Tech
828,26,A,16/06/2019 21:48,17/06/2019 11:43,TRUE,Class A Tech,Class A Tech
840,51,A,16/06/2019 22:00,16/06/2019 22:01,TRUE,Class A Electricity Tech,Class A Electricity Tech
910,74,E,16/06/2019 23:16,17/06/2019 11:01,FALSE,Pilot,Class B Avionics Tech
935,12,A,16/06/2019 23:16,17/06/2019 11:45,TRUE,Class A Armament Tech,Class B Structurer Tech
804,74,E,17/06/2019 0:10,17/06/2019 15:46,TRUE,Pilot,Class B Avionics Tech
804,62,E,17/06/2019 0:10,17/06/2019 11:34,FALSE,Pilot,Class B Avionics Tech
804,51,A,17/06/2019 0:10,17/06/2019 10:43,TRUE,Pilot,Class A Electricity Tech
837,11,E,17/06/2019 10:33,20/06/2019 9:35,TRUE,Class A Heli Struct Sys Tech,Class A Heli Struct Sys Tech
806,44,B,17/06/2019 13:42,17/06/2019 22:40,TRUE,Class A Electricity Tech,Class A Electricity Tech
806,26,D,17/06/2019 14:09,18/06/2019 15:01,TRUE,Class A Tech,Class A Tech
837,26,A,17/06/2019 14:53,01/07/2019 11:27,TRUE,Class A Heli Struct Sys Tech,Class B Mechanic
820,12,A,17/06/2019 16:06,17/06/2019 17:43,TRUE,Pilot,Class A Officer
820,12,A,17/06/2019 16:06,17/06/2019 17:41,TRUE,Pilot,Class A Officer
921,45,A,17/06/2019 16:17,19/06/2019 11:44,TRUE,Class A Heli Struct Sys Tech,Class B Mechanic
840,14,H,17/06/2019 17:39,19/06/2019 10:57,TRUE,Pilot,Class A Heli Struct Sys Tech
967,26,C,17/06/2019 20:51,18/06/2019 11:11,FALSE,Pilot,Class A Electricity Tech
967,74,5,17/06/2019 20:51,18/06/2019 12:42,FALSE,Pilot,Class B Avionics Tech
801,76,F,17/06/2019 21:36,18/06/2019 15:33,FALSE,Pilot,Class B Avionics Tech
910,65,A,17/06/2019 21:36,18/06/2019 15:55,TRUE,Pilot,Class B Avionics Tech
910,75,D,17/06/2019 21:36,18/06/2019 15:29,TRUE,Pilot,Class A Armament Tech
801,76,T,17/06/2019 21:36,18/06/2019 15:34,TRUE,Pilot,Class B Avionics Tech
910,62,S,17/06/2019 21:36,18/06/2019 15:53,FALSE,Pilot,Class B Avionics Tech
910,76,F,17/06/2019 21:36,18/06/2019 17:32,FALSE,Pilot,Class B Avionics Tech
832,74,D,17/06/2019 21:51,18/06/2019 10:55,TRUE,Pilot,Class B Avionics Tech
910,45,B,18/06/2019 9:43,18/06/2019 11:22,TRUE,Class A Heli Struct Sys Tech,Class A Tech
956,11,G,18/06/2019 9:55,18/06/2019 15:51,TRUE,Class A Armament Tech,Class A Tech
801,13,B,18/06/2019 10:37,18/06/2019 14:55,TRUE,Class A Electricity Tech,Class B Flight Control Tech
832,49,B,18/06/2019 13:29,18/06/2019 13:31,TRUE,Class A Electricity Tech,Class A Electricity Tech
804,76,D,18/06/2019 13:44,18/06/2019 16:16,TRUE,Class A Electricity Tech,Class B Avionics Tech
938,43,A,18/06/2019 14:35,18/06/2019 20:33,TRUE,Class A Electricity Tech,Class A Electricity Tech
910,12,A,18/06/2019 16:17,18/06/2019 16:22,TRUE,Class A Heli Struct Sys Tech,Class A Heli Struct Sys Tech
801,45,B,18/06/2019 18:19,19/06/2019 15:23,TRUE,Pilot,Class A Armament Tech
812,74,I,18/06/2019 23:56,19/06/2019 16:43,TRUE,Pilot,Class B Avionics Tech
812,62,F,18/06/2019 23:56,19/06/2019 11:38,FALSE,Pilot,Class B Avionics Tech
812,14,R,18/06/2019 23:56,19/06/2019 13:57,TRUE,Pilot,Class A Heli Struct Sys Tech
812,65,A,18/06/2019 23:56,19/06/2019 16:59,TRUE,Pilot,Class B Avionics Tech
812,74,N,18/06/2019 23:56,19/06/2019 16:51,FALSE,Pilot,Class B Avionics Tech
812,11,G,19/06/2019 8:06,20/06/2019 10:15,TRUE,Class A Heli Struct Sys Tech,Class A Tech
938,11,E,19/06/2019 8:43,19/06/2019 15:25,TRUE,Class A Heli Struct Sys Tech,Class B Structurer Tech
921,11,E,19/06/2019 10:17,20/06/2019 12:05,TRUE,Class A Tech,Class A Armament Tech
967,71,H,19/06/2019 10:23,19/06/2019 11:30,FALSE,Class B Avionics Tech,Class B Avionics Tech
801,42,D,19/06/2019 11:00,19/06/2019 13:53,TRUE,Class A Electricity Tech,Class A Electricity Tech
910,74,I,19/06/2019 13:04,19/06/2019 20:31,TRUE,Pilot,Class B Avionics Tech
801,62,W,19/06/2019 14:04,19/06/2019 14:44,TRUE,Class A Electricity Tech,Class B Avionics Tech
801,74,E,19/06/2019 14:29,19/06/2019 19:21,TRUE,Class A Electricity Tech,Class B Avionics Tech
801,62,C,19/06/2019 14:30,19/06/2019 19:26,TRUE,Class A Electricity Tech,Class B Avionics Tech
921,14,W,19/06/2019 17:18,19/06/2019 17:19,TRUE,Class A Electricity Tech,Class A Electricity Tech
832,41,A,19/06/2019 18:46,20/06/2019 10:55,TRUE,Pilot,Class A Heli Struct Sys Tech
828,44,A,19/06/2019 19:28,19/06/2019 19:29,TRUE,Class A Electricity Tech,Class A Electricity Tech
845,74,D,19/06/2019 20:24,19/06/2019 22:20,TRUE,Pilot,Class B Avionics Tech
845,74,6,19/06/2019 20:24,20/06/2019 10:35,TRUE,Pilot,Class B Avionics Tech
845,74,6,19/06/2019 20:24,20/06/2019 10:25,TRUE,Pilot,Class B Avionics Tech
967,71,H,19/06/2019 22:21,20/06/2019 16:11,FALSE,Pilot,Class B Avionics Tech
967,51,A,19/06/2019 22:21,20/06/2019 10:09,TRUE,Pilot,Class A Electricity Tech
924,14,R,20/06/2019 9:54,20/06/2019 13:15,TRUE,Class A Electricity Tech,Class A Heli Struct Sys Tech
832,41,V,20/06/2019 10:32,20/06/2019 10:58,TRUE,Class A Electricity Tech,Class A Electricity Tech
845,11,L,20/06/2019 13:53,23/06/2019 9:39,TRUE,Class A Tech,Class A Tech
924,11,L,20/06/2019 14:51,20/06/2019 16:10,TRUE,Class A Tech,Class A Tech
910,74,1,21/06/2019 17:36,21/06/2019 17:37,TRUE,Class B Avionics Tech,Class B Avionics Tech
804,11,M,22/06/2019 23:21,22/06/2019 23:48,TRUE,Class A Tech,Class A Tech
905,11,W,23/06/2019 9:59,23/06/2019 16:24,TRUE,Class A Electricity Tech,Class A Electricity Tech
924,42,W,23/06/2019 11:11,23/06/2019 16:29,TRUE,Pilot,Class A Electricity Tech
910,16,A,23/06/2019 12:16,23/06/2019 15:25,TRUE,Pilot,Class A Officer
832,44,C,23/06/2019 13:26,23/06/2019 19:28,FALSE,Pilot,Class A Electricity Tech
967,15,A,23/06/2019 14:12,23/06/2019 14:32,TRUE,Class A Tech,Class A Tech
905,11,E,23/06/2019 15:03,27/06/2019 9:19,TRUE,Class A Tech,Class A Tech
845,11,E,23/06/2019 16:54,23/06/2019 16:56,TRUE,Class B Structurer Tech,Class B Structurer Tech
812,75,A,23/06/2019 18:16,24/06/2019 20:49,TRUE,Pilot,Class A Armament Tech
828,74,5,23/06/2019 19:16,24/06/2019 12:26,TRUE,Pilot,Class B Avionics Tech
804,48,B,23/06/2019 19:16,23/06/2019 21:22,FALSE,Pilot,Class A Electricity Tech
804,71,G,23/06/2019 19:16,23/06/2019 20:09,FALSE,Pilot,Class B Avionics Tech
828,13,D,23/06/2019 20:07,24/06/2019 14:47,TRUE,Class A Airborne Mechanic,Class A Heli Struct Sys Tech
924,74,F,24/06/2019 11:31,24/06/2019 11:32,TRUE,Class B Avionics Tech,Class B Avionics Tech
924,49,E,24/06/2019 11:45,24/06/2019 17:15,TRUE,Class A Heli Struct Sys Tech,Class A Heli Struct Sys Tech
967,22,0,24/06/2019 15:11,24/06/2019 18:40,FALSE,Pilot,Class A Electricity Tech
938,14,I,24/06/2019 15:42,27/06/2019 10:21,TRUE,Pilot,Class B Flight Control Tech
820,11,L,24/06/2019 15:49,24/06/2019 15:50,TRUE,Class B Structurer Tech,Class B Structurer Tech
924,49,E,24/06/2019 17:19,24/06/2019 18:33,TRUE,Class A Airborne Mechanic,Class A Armament Tech
921,26,F,24/06/2019 20:06,26/06/2019 13:23,TRUE,Pilot,Class A Heli Struct Sys Tech
921,26,G,24/06/2019 20:06,25/06/2019 14:16,TRUE,Pilot,Class A Electricity Tech
921,12,A,24/06/2019 20:06,25/06/2019 14:33,TRUE,Pilot,Class A Tech
842,71,W,24/06/2019 21:01,25/06/2019 16:56,TRUE,Pilot,Class B Avionics Tech
842,75,A,24/06/2019 21:01,26/06/2019 17:47,FALSE,Pilot,Class A Armament Tech
840,75,F,24/06/2019 21:06,25/06/2019 12:53,TRUE,Pilot,Class A Officer
804,71,G,24/06/2019 21:41,25/06/2019 11:41,TRUE,Pilot,Class B Avionics Tech
956,15,A,25/06/2019 11:16,25/06/2019 13:57,TRUE,Class A Tech,Class B Mechanic
956,11,W,25/06/2019 11:52,25/06/2019 11:55,TRUE,Class A Electricity Tech,Class A Electricity Tech
806,62,K,25/06/2019 14:09,25/06/2019 14:50,TRUE,Class B Avionics Tech,Class A Electricity Tech
806,62,K,25/06/2019 14:57,25/06/2019 15:46,TRUE,Class B Avionics Tech,Class B Avionics Tech
924,11,G,25/06/2019 15:15,27/06/2019 15:25,TRUE,Class A Tech,Class A Tech
842,11,G,25/06/2019 15:29,25/06/2019 15:30,TRUE,Class B Structurer Tech,Class B Structurer Tech
924,11,G,25/06/2019 15:32,25/06/2019 15:33,TRUE,Class B Structurer Tech,Class B Structurer Tech
924,11,G,25/06/2019 15:35,25/06/2019 15:36,TRUE,Class B Structurer Tech,Class B Structurer Tech
832,26,H,25/06/2019 15:46,26/06/2019 11:36,TRUE,Pilot,Class A Electricity Tech
956,44,A,25/06/2019 16:11,25/06/2019 16:38,TRUE,Class A Electricity Tech,Class A Electricity Tech
924,12,A,25/06/2019 16:15,25/06/2019 16:41,TRUE,Class A Electricity Tech,Class A Electricity Tech
924,44,C,25/06/2019 16:17,25/06/2019 16:48,TRUE,Class A Electricity Tech,Class A Electricity Tech
845,11,C,25/06/2019 19:00,25/06/2019 20:32,TRUE,Class B Avionics Tech,Class B Avionics Tech
812,74,F,25/06/2019 19:16,26/06/2019 10:16,TRUE,Pilot,Class B Avionics Tech
804,75,K,25/06/2019 19:16,26/06/2019 14:37,FALSE,Pilot,Class A Armament Tech
910,11,E,26/06/2019 10:28,27/06/2019 14:12,TRUE,Class A Heli Struct Sys Tech,Class A Tech
830,14,K,26/06/2019 10:50,22/09/2019 10:23,TRUE,Class A Heli Struct Sys Tech,Class A Heli Struct Sys Tech
828,14,W,26/06/2019 13:15,26/06/2019 16:35,TRUE,Class A Electricity Tech,Class A Heli Struct Sys Tech
828,11,E,26/06/2019 13:30,27/06/2019 8:29,TRUE,Class A Electricity Tech,Class A Tech
828,11,E,26/06/2019 13:50,26/06/2019 14:10,TRUE,Class A Tech,Class B Structurer Tech
967,62,1,26/06/2019 14:44,26/06/2019 15:43,TRUE,Class A Electricity Tech,Class B Avionics Tech
910,24,1,26/06/2019 14:46,27/06/2019 10:00,TRUE,Class A Electricity Tech,Class B Engine Tech
801,75,B,26/06/2019 15:41,26/06/2019 16:55,TRUE,Pilot,Class A Armament Tech
935,63,A,26/06/2019 16:38,26/06/2019 16:39,TRUE,Class B Avionics Tech,Class B Avionics Tech
935,44,C,26/06/2019 16:40,26/06/2019 16:44,TRUE,Class A Electricity Tech,Class A Electricity Tech
828,76,W,27/06/2019 9:59,27/06/2019 10:00,TRUE,Class B Avionics Tech,Class B Avionics Tech
905,90,A,27/06/2019 10:43,03/07/2019 12:14,TRUE,Class A Electricity Tech,Class B Flight Control Tech
832,26,I,27/06/2019 19:56,30/06/2019 15:58,TRUE,Pilot,Class A Electricity Tech
830,0,0,30/06/2019 8:56,22/09/2019 16:17,TRUE,Class A Heli Struct Sys Tech,Class A Heli Struct Sys Tech
812,15,A,30/06/2019 13:58,01/07/2019 14:23,TRUE,Class A Tech,Class B Mechanic
806,11,G,30/06/2019 13:58,02/07/2019 18:48,TRUE,Class A Tech,Class A Tech
812,11,M,30/06/2019 15:17,01/07/2019 21:03,TRUE,Class A Tech,Class A Tech
804,49,E,30/06/2019 15:26,30/06/2019 15:55,TRUE,Class A Tech,Class A Electricity Tech
812,15,A,30/06/2019 16:19,01/07/2019 14:27,TRUE,Class A Heli Struct Sys Tech,Class B Mechanic
924,14,N,30/06/2019 16:41,01/07/2019 9:39,TRUE,Pilot,Class A Heli Struct Sys Tech
845,14,R,30/06/2019 16:41,01/07/2019 14:33,TRUE,Pilot,Class A Heli Struct Sys Tech
806,11,E,30/06/2019 17:57,01/07/2019 9:31,TRUE,Class A Electricity Tech,Class A Officer
806,51,C,30/06/2019 17:59,30/06/2019 20:15,TRUE,Class A Electricity Tech,Class B Avionics Tech
806,11,E,30/06/2019 18:59,01/07/2019 9:25,TRUE,Class A Electricity Tech,Class A Officer
938,74,5,30/06/2019 19:12,01/07/2019 12:00,TRUE,Class B Avionics Tech,Class B Avionics Tech
938,11,G,01/07/2019 10:36,08/07/2019 16:34,TRUE,Class A Tech,Class A Tech
801,11,G,01/07/2019 10:48,02/07/2019 11:31,TRUE,Class A Tech,Class A Heli Struct Sys Tech
812,90,A,01/07/2019 10:51,01/07/2019 16:28,TRUE,Class A Electricity Tech,Class B Flight Control Tech
905,75,B,01/07/2019 10:54,01/07/2019 11:05,TRUE,Class A Armament Tech,Class A Armament Tech
910,75,A,01/07/2019 12:02,01/07/2019 12:45,TRUE,Class A Armament Tech,Class A Armament Tech
801,11,G,01/07/2019 14:13,01/07/2019 16:06,TRUE,Class A Heli Struct Sys Tech,Class B Structurer Tech
938,12,C,01/07/2019 14:44,02/07/2019 16:23,TRUE,Class A Heli Struct Sys Tech,Class A Heli Struct Sys Tech
938,26,A,01/07/2019 14:46,04/07/2019 12:05,TRUE,Class A Heli Struct Sys Tech,Class A Heli Struct Sys Tech
935,11,E,01/07/2019 16:06,01/07/2019 16:28,TRUE,Class A Heli Struct Sys Tech,Class B Structurer Tech
956,62,1,01/07/2019 16:53,01/07/2019 16:55,TRUE,Class B Avionics Tech,Class B Avionics Tech
910,12,B,01/07/2019 17:26,01/07/2019 17:28,TRUE,Class A Electricity Tech,Class A Electricity Tech
935,44,A,01/07/2019 18:17,01/07/2019 23:54,TRUE,Class A Electricity Tech,Class A Electricity Tech
935,12,A,01/07/2019 18:26,01/07/2019 18:50,TRUE,Class A Electricity Tech,Class A Electricity Tech
840,44,A,01/07/2019 19:51,02/07/2019 10:05,TRUE,Pilot,Class A Electricity Tech
842,74,E,01/07/2019 19:56,01/07/2019 19:57,TRUE,Class B Avionics Tech,Class B Avionics Tech
910,44,A,01/07/2019 20:01,01/07/2019 20:03,TRUE,Class A Electricity Tech,Class A Electricity Tech
845,74,B,01/07/2019 20:51,03/07/2019 14:29,FALSE,Pilot,Class B Avionics Tech
828,74,G,01/07/2019 20:51,02/07/2019 15:50,TRUE,Pilot,Class B Avionics Tech
804,21,A,01/07/2019 21:41,01/07/2019 22:35,FALSE,Pilot,Class B Engine Tech
804,62,Q,02/07/2019 10:20,02/07/2019 11:02,TRUE,Class A Electricity Tech,Class B Avionics Tech
820,44,A,02/07/2019 10:20,02/07/2019 10:29,TRUE,Class A Electricity Tech,Class A Electricity Tech
840,90,A,02/07/2019 10:37,02/07/2019 16:29,TRUE,Class A Electricity Tech,Class B Flight Control Tech
845,13,D,02/07/2019 10:39,02/07/2019 10:46,TRUE,Class A Tech,Class A Heli Struct Sys Tech
845,11,E,02/07/2019 10:50,02/07/2019 15:03,TRUE,Class A Tech,Class A Tech
837,51,A,02/07/2019 11:34,02/07/2019 14:07,TRUE,Class A Electricity Tech,Class A Electricity Tech
812,16,A,02/07/2019 12:11,03/07/2019 11:38,TRUE,Class A Heli Struct Sys Tech,Class A Officer
812,45,B,02/07/2019 12:11,02/07/2019 19:18,TRUE,Class A Heli Struct Sys Tech,Class A Tech
812,71,H,02/07/2019 12:11,02/07/2019 16:18,TRUE,Class A Heli Struct Sys Tech,Class B Avionics Tech
837,75,B,02/07/2019 13:30,02/07/2019 13:41,TRUE,Class A Tech,Class A Tech
804,62,1,02/07/2019 13:45,02/07/2019 15:31,TRUE,Class A Electricity Tech,Class B Avionics Tech
804,11,W,02/07/2019 13:47,02/07/2019 15:34,TRUE,Class A Electricity Tech,Class B Avionics Tech
938,11,E,02/07/2019 13:48,03/07/2019 14:54,TRUE,Class A Heli Struct Sys Tech,Class A Tech
832,24,1,02/07/2019 13:54,02/07/2019 15:08,TRUE,Class A Electricity Tech,Class A Electricity Tech
935,14,L,02/07/2019 14:06,02/07/2019 21:34,FALSE,Pilot,Class B Flight Control Tech
832,62,C,02/07/2019 14:14,02/07/2019 15:10,TRUE,Class A Electricity Tech,Class B Avionics Tech
924,90,A,02/07/2019 14:27,02/07/2019 15:35,TRUE,Class A Electricity Tech,Class B Flight Control Tech
832,11,E,02/07/2019 14:45,02/07/2019 21:45,TRUE,Class A Tech,Class A Tech
832,11,E,02/07/2019 14:47,02/07/2019 16:58,TRUE,Class A Tech,Class B Structurer Tech
804,49,B,02/07/2019 15:01,02/07/2019 15:33,TRUE,Class A Electricity Tech,Class A Electricity Tech
804,26,F,02/07/2019 15:14,02/07/2019 19:17,TRUE,Class A Electricity Tech,Class A Electricity Tech
837,43,A,02/07/2019 15:17,02/07/2019 15:18,TRUE,Class A Electricity Tech,Class A Electricity Tech
938,90,W,02/07/2019 15:46,07/07/2019 15:13,TRUE,Class A Tech,Class B Flight Control Tech
910,76,A,02/07/2019 16:17,02/07/2019 21:15,TRUE,Class B Avionics Tech,Class B Avionics Tech
935,74,P,02/07/2019 20:27,03/07/2019 10:10,TRUE,Class B Avionics Tech,Class A Officer
921,14,W,03/07/2019 10:08,03/07/2019 13:57,TRUE,Class A Electricity Tech,Class B Flight Control Tech
921,63,A,03/07/2019 10:14,03/07/2019 11:32,TRUE,Class A Electricity Tech,Class B Avionics Tech
801,24,1,03/07/2019 10:31,03/07/2019 15:28,TRUE,Class A Electricity Tech,Class A Electricity Tech
921,11,E,03/07/2019 11:16,03/07/2019 14:49,TRUE,Class A Tech,Class A Armament Tech
938,13,D,03/07/2019 11:22,03/07/2019 13:17,TRUE,Class A Tech,Class A Heli Struct Sys Tech
921,13,B,03/07/2019 12:09,03/07/2019 12:10,TRUE,Class A Heli Struct Sys Tech,Class A Heli Struct Sys Tech
938,74,E,03/07/2019 13:54,03/07/2019 14:22,TRUE,Class B Avionics Tech,Class B Avionics Tech
921,51,A,03/07/2019 14:06,03/07/2019 14:53,TRUE,Class A Electricity Tech,Class A Electricity Tech
921,63,A,03/07/2019 14:26,03/07/2019 15:57,TRUE,Class A Electricity Tech,Class B Avionics Tech
935,15,A,03/07/2019 14:31,03/07/2019 16:21,TRUE,Pilot,Class A Officer
801,44,A,03/07/2019 16:25,03/07/2019 21:29,TRUE,Class A Electricity Tech,Class A Electricity Tech
840,13,D,03/07/2019 16:46,03/07/2019 16:57,TRUE,Class A Heli Struct Sys Tech,Class A Heli Struct Sys Tech
801,12,W,03/07/2019 17:58,03/07/2019 18:40,TRUE,Class A Electricity Tech,Class A Electricity Tech
804,74,I,03/07/2019 20:52,03/07/2019 22:34,FALSE,Pilot,Class B Avionics Tech
924,74,F,03/07/2019 21:21,03/07/2019 22:22,TRUE,Pilot,Class B Avionics Tech
845,74,W,03/07/2019 21:36,04/07/2019 10:55,TRUE,Pilot,Class B Avionics Tech
910,15,B,04/07/2019 7:34,04/07/2019 12:18,TRUE,Class A Heli Struct Sys Tech,Class A Heli Struct Sys Tech
837,51,A,04/07/2019 9:07,04/07/2019 9:14,TRUE,Class A Electricity Tech,Class A Electricity Tech
938,26,A,04/07/2019 9:15,04/07/2019 12:06,TRUE,Class A Heli Struct Sys Tech,Class A Heli Struct Sys Tech
801,75,B,04/07/2019 9:34,04/07/2019 9:43,TRUE,Class A Armament Tech,Class A Armament Tech
921,51,A,04/07/2019 10:36,04/07/2019 10:37,TRUE,Class A Electricity Tech,Class A Electricity Tech
845,90,W,04/07/2019 10:54,04/07/2019 12:18,TRUE,Class B Flight Control Tech,Class A Electricity Tech
910,14,W,04/07/2019 11:03,04/07/2019 15:37,TRUE,Class A Electricity Tech,Class B Flight Control Tech
845,44,C,04/07/2019 11:42,04/07/2019 14:31,TRUE,Class A Electricity Tech,Class A Electricity Tech
837,46,F,04/07/2019 12:01,04/07/2019 13:37,TRUE,Pilot,Class A Electricity Tech
837,75,G,04/07/2019 12:01,04/07/2019 13:44,TRUE,Pilot,Class A Armament Tech
910,14,R,04/07/2019 12:15,04/07/2019 15:24,TRUE,Class A Heli Struct Sys Tech,Class A Heli Struct Sys Tech
845,51,A,04/07/2019 12:44,04/07/2019 14:45,TRUE,Class A Electricity Tech,Class A Electricity Tech
840,16,A,04/07/2019 13:41,07/07/2019 13:07,FALSE,Pilot,Class A Heli Struct Sys Tech
935,90,A,04/07/2019 14:01,04/07/2019 17:41,TRUE,Pilot,Class B Flight Control Tech
812,15,A,04/07/2019 14:11,07/07/2019 9:20,TRUE,Pilot,Class A Heli Struct Sys Tech
812,15,F,07/07/2019 10:31,07/07/2019 11:50,FALSE,Pilot,Class A Heli Struct Sys Tech
812,21,W,07/07/2019 12:41,08/07/2019 11:39,TRUE,Pilot,Class A Heli Struct Sys Tech
845,11,E,07/07/2019 13:00,07/07/2019 15:49,TRUE,Class B Avionics Tech,Class A Officer
924,11,E,07/07/2019 13:06,08/07/2019 15:26,TRUE,Class A Electricity Tech,Class A Airborne Mechanic
924,24,1,07/07/2019 13:49,07/07/2019 15:17,TRUE,Class A Electricity Tech,Class A Electricity Tech
924,24,W,07/07/2019 13:50,07/07/2019 15:19,TRUE,Class A Electricity Tech,Class A Electricity Tech
924,11,E,07/07/2019 15:06,07/07/2019 15:07,TRUE,Class B Structurer Tech,Class B Structurer Tech
845,11,G,07/07/2019 15:09,07/07/2019 15:10,TRUE,Class B Structurer Tech,Class B Structurer Tech
842,71,E,07/07/2019 17:44,07/07/2019 21:00,TRUE,Pilot,Class B Avionics Tech
828,26,C,07/07/2019 19:31,08/07/2019 13:11,TRUE,Pilot,Class A Electricity Tech
837,90,A,07/07/2019 20:11,08/07/2019 10:04,FALSE,Pilot,Class B Flight Control Tech
938,11,G,07/07/2019 20:45,07/07/2019 20:46,TRUE,Class B Structurer Tech,Class B Structurer Tech
845,74,B,07/07/2019 21:21,08/07/2019 11:28,TRUE,Class A Heli Struct Sys Tech,Class B Avionics Tech
935,75,B,08/07/2019 1:01,08/07/2019 1:26,TRUE,Class A Armament Tech,Class A Armament Tech
828,26,D,08/07/2019 9:45,08/07/2019 14:04,TRUE,Class A Tech,Class A Tech
828,75,W,08/07/2019 10:02,08/07/2019 10:24,TRUE,Class A Electricity Tech,Class A Armament Tech
820,46,F,08/07/2019 11:09,11/07/2019 6:45,TRUE,Class A Armament Tech,Class A Heli Struct Sys Tech
820,15,A,08/07/2019 13:19,10/07/2019 16:17,TRUE,Class A Tech,Class B Mechanic
956,11,C,08/07/2019 14:05,08/07/2019 14:06,TRUE,Class A Tech,Class A Tech
828,62,C,08/07/2019 14:15,08/07/2019 16:03,TRUE,Class A Electricity Tech,Class B Avionics Tech
967,24,1,08/07/2019 14:19,08/07/2019 15:17,TRUE,Class A Electricity Tech,Class B Engine Tech
828,74,W,08/07/2019 14:29,08/07/2019 16:01,TRUE,Class A Electricity Tech,Class B Avionics Tech
910,12,R,08/07/2019 15:21,08/07/2019 17:14,TRUE,Pilot,Class A Officer
842,11,N,08/07/2019 15:30,11/07/2019 18:08,TRUE,Class A Tech,Class A Heli Struct Sys Tech
967,76,F,08/07/2019 16:10,08/07/2019 16:50,TRUE,Class B Avionics Tech,Class B Avionics Tech
910,12,R,08/07/2019 18:36,09/07/2019 18:09,TRUE,Pilot,Class A Heli Struct Sys Tech
845,74,5,08/07/2019 18:46,09/07/2019 11:01,FALSE,Class A Heli Struct Sys Tech,Class B Avionics Tech
956,62,E,08/07/2019 20:16,09/07/2019 11:00,TRUE,Pilot,Class B Avionics Tech
845,12,C,08/07/2019 22:12,09/07/2019 13:35,TRUE,Class A Heli Struct Sys Tech,Class A Heli Struct Sys Tech
842,16,W,09/07/2019 10:01,09/07/2019 10:07,TRUE,Class A Electricity Tech,Class A Electricity Tech
956,90,A,09/07/2019 10:56,30/10/2019 9:30,TRUE,Class A Electricity Tech,Class B Flight Control Tech
967,12,A,09/07/2019 11:05,09/07/2019 15:16,TRUE,Class A Tech,Class A Heli Struct Sys Tech
832,15,A,09/07/2019 11:35,09/07/2019 14:39,TRUE,Class A Armament Tech,Class B Mechanic
910,12,C,09/07/2019 12:03,09/07/2019 16:09,TRUE,Class A Airborne Mechanic,Class A Heli Struct Sys Tech
924,65,A,09/07/2019 13:22,09/07/2019 13:23,TRUE,Class B Avionics Tech,Class B Avionics Tech
812,42,B,09/07/2019 13:41,09/07/2019 14:16,TRUE,Class A Heli Struct Sys Tech,Class A Electricity Tech
842,26,W,09/07/2019 14:45,09/07/2019 14:48,TRUE,Class A Electricity Tech,Class A Electricity Tech
842,11,J,09/07/2019 16:08,10/07/2019 15:44,TRUE,Class A Tech,Class A Tech
938,63,A,09/07/2019 16:21,09/07/2019 16:22,TRUE,Class B Avionics Tech,Class B Avionics Tech
842,11,E,09/07/2019 16:26,10/07/2019 15:44,TRUE,Class A Tech,Class A Heli Struct Sys Tech
910,11,C,09/07/2019 16:45,09/07/2019 16:46,TRUE,Class B Structurer Tech,Class B Structurer Tech
924,74,P,09/07/2019 17:01,09/07/2019 21:28,FALSE,Pilot,Class B Avionics Tech
935,46,F,09/07/2019 17:04,09/07/2019 19:21,TRUE,Class A Heli Struct Sys Tech,Class A Officer
842,11,J,09/07/2019 17:19,11/07/2019 17:28,TRUE,Class A Tech,Class A Tech
910,11,E,09/07/2019 18:14,11/07/2019 12:59,TRUE,Class A Airborne Mechanic,Class A Heli Struct Sys Tech
938,90,A,09/07/2019 20:41,09/07/2019 23:32,TRUE,Pilot,Class B Flight Control Tech
804,44,C,09/07/2019 20:46,09/07/2019 20:51,TRUE,Class A Electricity Tech,Class A Electricity Tech
804,41,A,09/07/2019 21:06,10/07/2019 14:04,TRUE,Pilot,Class A Heli Struct Sys Tech
804,44,A,09/07/2019 21:06,09/07/2019 23:13,TRUE,Pilot,Class A Electricity Tech
956,74,2,09/07/2019 21:26,10/07/2019 15:33,TRUE,Class B Avionics Tech,Class B Avionics Tech
837,12,R,09/07/2019 22:21,10/07/2019 15:42,TRUE,Pilot,Class A Heli Struct Sys Tech
